SPANISH,ENGLISH,ETYMON_GLOSS,CONCEPTICON_ID,CONCEPTICON_GLOSS
suen*o,sleep,SLEEP,2972,SLEEP (STATE)
su espalda,,BACK,,
su esquina de ...,,CORNER,,
suf,,,,
suficiente,,GRAB,,
suficiente,,MOULD,,
su filo,,HAIR,,
su filo,,PAIN,,
su filo,,TOOTH,,
su flor (de florear),,FLOWER,,
su flor (de florear),,SMELL,,
su lugar,,BE.THERE,,
"su mentira, su falsedad",,"LIE, DECEIVE",,
"su mentira, su falsedad",,MOULD,,
"su mentira, su falsedad",,SPEAK,,
sumirse,,BUBBLE,,
sumirse,,CHOKE,,
sumirse,,GATHER,,
,"sun, day",SUN,2140,DAY OR SUN
,"sun, daytime [ETR]",BURN,,
,sunflower,,1956,SUNFLOWER
,sunflower [ETR],FLOWER,,
su nube,,,,
su olor,,SMELL,,
[su] pesor [ERH],[its] weight [ERH],HEAVY,,
su precio,,PAY,,
supurar,,,,
su reton*o,,BALL-SHAPED,,
su reton*o,,FEMALE CONNECTED KIN,,
su reton*o,,FLOWER,,
su reton*o,,"ROLL, WRAP",,
su reton*o,,SPROUT,,
sur,,GO.DOWN,1595,SOUTH
suspirar,,CHOKE,,
suspiro*,,MEASURE,,
susto [ETR],,FEAR,,
susto,,FEAR,,
su voz (del habla),,HAIR,,
su voz (del habla),,HIT,,
su voz (del habla),,NECK,,
su voz (del habla),,SPEAK,,
,sweetness [ERH],SMELL,,
,sweet potato,SWEET POTATO,159,SWEET POTATO
,sweet,SMELL,717,SWEET
,"sweet, tasty",SALTY,,
,"swiftly, hurriedly",EARLY,,
tabaco bobo,,TOBACCO,,
tabaco para mascar,snuff,TOBACCO,,
tabaco para mascar,,TOBACCO,,
tabaco,,TOBACCO,974,TOBACCO
ta*bano,,FLY,,
ta*bano,,SKEETER,,
tabla,,,1227,BOARD
"tabla, asiento",,BOARD,,
tabla,,BOARD,1227,BOARD
tabla (de madera),,,,
tabla (de madera),,BOARD,,
taboo,,,,
"Tacaneca, aldeana",[derogatory term for Mam women],MOTHER,,
"Tacaneco, aldeano [derogatory term for Mam men]",,FATHER,,
"Tacaneco, aldeano [neutral term for Mames]",,"to pant, hiss",,
"tacan*o, mesquino",,STINDGY,,
"tacan*o, mesquino",,TOMATO,,
tacuache [ETR],,POSSUM,,
tacuazin,,,,
tacuazin,,"PORCUPINE, STICKER BEAR",,
tacuazi*n,,POSSUM,,
tacuazin,,POSSUM,,
,,"ta ERG-ich-on, 7ich-on-il               rn             in front of N, opposite N, on the front   [rml] side of N",,
,tail,TAIL,1220,TAIL
"tajar; cortar, serrar (con sierra)",slice,BREAK,,
"tajarlo, cortarlo, serrarlo",,BREAK,,
,tall [ETR],SKY,,
tallo,,BIG its FOOT = tall,,
tallo,,FOOT,,
tallo,,FOOT of HOUSE = post,,
"talo*n, calcan*ar (carcan*al)",,,,
talquezal paja para techo,,,,
taltuza,,GOPHER,,
(tal)tuza,gopher,GOPHER,,
"tamagaz, cantil [ETR]",[2] cramped (with calambre) [ETR],,,
tamal con carne,,TAMALE,,
tamal de chipilin,,TAMALE,,
tamal de elote,,RAW,,
tamal de frijol,,"ROLL, WRAP",,
tamal de frijol,,TAMALE,,
tamal de frijol,,TIE,,
tamal de masa grande en forma de bola,,TAMALE,,
tamal de masa (pequen*o),,"ROLL, WRAP",,
tamal de masa (pequen*o),,TAMALE,,
tamale,,EAT,,
tamal(ito),,TAMALE,,
tamal,,TAMALE,,
"taman*o, grueso, corpulencia",,,,
tambie*n,,,,
tambor,,DRUM,908,DRUM
tambor,,HIT,908,DRUM
tampoco,,,,
tantearlo [ERH] [ETR],,SCATTER,,
tantearlo,,SEE,,
tapacamino [ETR],,CUTWORM,,
tapacamino,nighthawk,,,
tapado,,,,
tapado,,COVER,,
"tapador, e.g. arroyo",,COVER,,
"tapado, tajado, trancado (por trabajo) [involved, tied up, wrapped up]",,COVER,,
tapanco; cielo,,SKY,,
tapanco [ERH],storage rack [ETR],HIDE,,
"tapar, cerrar",,COVER,,
tapar,,COVER,,
taparlo para calentar [ERH],,BURN,,
tapar pie,,CLENCH,,
tapar pierna,,CLENCH,,
tapesco,,BED,,
tapir,,MOUNTAIN COW,312,TAPIR
tapizcar,,,,
tapizcar,,PEEL,,
tara*ntula (especie de aran*a grande),,SPIDER,,
(tarantula),,SPIDER,,
tarantula,,SPIDER,,
taray (palo),,SYCAMORE,,
tarde,,EARLY,1807,AFTERNOON
tarde,,GO.DOWN,1807,AFTERNOON
tarde,,LONG,1807,AFTERNOON
tarde,,SOFT,1807,AFTERNOON
tartajo,,"LIE, DECEIVE",,
tartajo; media lengua,,"LIE, DECEIVE",,
tartamudo,,NOT ERG-STRENGTH,,
taza,,PLATE,476,CUP
"taza, vaso, vasito [ERH]",,DRINK,,
T (+ dir) cargar,,"CARRY, LOAD",,
"T (+ dir) cortar, quitar -- e.g. espinita en el camino",,BREAK,,
"T (+ dir) empezar (primer an*o de hacer) fiesta, aprender (chima*n) hacer fiesta",,"THINK, KNOW",,
T (+ dir) jalar el juelgo,inhale; sniff the nose in order to clear it,CHOKE,,
T (+ dir) llamar,,NOT to TAKE,,
T (+ dir) quitar,remove,,,
T (+ dir) quitar,remove,EXIT of SUN = `east',,
techo,,HAIR,769,ROOF
techo,,HOUSE,769,ROOF
techo,,OVER,769,ROOF
"tecolote, buho",,OWL,,
tecolote,,OWL,,
tecolote,,SLEEP,,
tecomate,,GOURD,,
"tecomate, guacal",,GOURD,,
tejer [ETR],,"ROLL, WRAP",,
tejer petates,,BRAID,,
tejer; tejer telaran*a,,WEAVE,,
tejer,,WEAVE,2905,KNIT
tejido,,BRAID,,
tejido con pepenados,,TWIST,,
tejido,,WEAVE,,
tejo*n,,COATI,,
"tejo*n, pizote",coati,COATI,2389,COATI (COATIMUNDI)
"tejo*n, pizote",ruesselbaer,COATI,,
tela,,CLOTHING; COTTON,1616,CLOTH
tela [ERH],,WEAVE,,
telaran*a [ERH],spiderweb,WEAVE,1065,SPIDER WEB
telaran*a [ETR] [ERH],[TK67-68] flying (and other?) ants [ETR],HOUSE,,
telaran*a,,WEAVE,,
telar,,WEAVE,1787,LOOM
telar?,,WEAVE,,
temascal,,,,
temblar,,,52,SHIVER
temblar,,MOVE,52,SHIVER
temblor,,EARTH,,
temblor,,HIT,,
temblor,,MOVE,,
"tempestad, trueno","storm, thunder",THUNDER,,
"templo, iglesia",,SUN,,
temprano,,BIG DAY = festival,672,EARLY
temprano,,EARLY,672,EARLY
temprano; en la man*ana,,BLACK,,
temprano; en la man*ana,early; in the morning,BIG STAR = `Venus',,
temprano (llegar antes de...),,EARLY,,
temprano (llegar antes de...),,RUN,,
"temprano, madrugada",,WHITE,,
temprano,,NIGHT,672,EARLY
temprano (por la man*ana),,BIG DAY = festival,,
temprano (por la man*ana),,BIG NIGHT = `dawn',,
temprano (por la man*ana),,NIGHT,,
temprano (por la man*ana),,RUN,,
temprano,,RUN,672,EARLY
tenamaste (3 piedras que apoyan el comal),,BIG its FOOT = tall,,
tenamaste (3 piedras que apoyan el comal),,BIG MOUNTAIN = volcano,,
"tenamaste, titunte",,BIG MOUNTAIN = volcano,,
tenderlo en el sol [ETR],,SPREAD,,
"tendido [ETR], en marcha [ERH], en fila [ERH]",lined up [ETR],NOT GOOD,,
tendido [manta mojada] [ETR],,SPREAD,,
tendido,,SPREAD,,
tendo*n,,,,
"tendo*n, nervio",,SINEW,,
tenemaste,trivet,BIG its FOOT = tall,2607,TRIPOD
tener ataque [ERH],,CUT,,
tener calambre,he has a cramp,BEND,,
tener celos [ETR],,JEALOUSY,,
tener celos,,JEALOUSY,,
tener cuidado de las cosas de una sociedad,,,,
tener en boca,,,,
tener ganas de ello [ERH],,,,
tener hambre,,HUNGER,,
"tener hijo, aliviar; poner huevo",,FEMALE CONNECTED KIN,,
tener hipos,hiccup,HICCUP,162,HICCOUGH
tener miedo [ERH],be frightened [ETR],FEAR,,
tener miedo,,FEAR,1419,FEAR (BE AFRAID)
tener paludismo/escalofri*o,,,,
"tener prisa, apurarse",,EARLY,,
"tener prisa, apurarse",to hurry,,,
tener un poquito de agua en la boca,,,,
tener vergu*enza,,SHAME,,
,ten,TEN,1515,TEN
tepachar - con la cera,,HIT,,
tepescuintle,,AGOUTI,,
tepescuint[l]e [ETR] [ERH],,AGOUTI,,
tepezcuintle,,AGOUTI,,
tercero,,THREE,1859,THIRD
"terminar, acabar",,,,
"terminarse, hacerse (e.g. techo)",,WORK,,
"termita (comeje*n de madera, polilla)",,ANIMAL,,
"termita (comeje*n de madera, polilla)",,WEEVIL,,
ternero; becerro [ERH],young [of animal] [ETR],FEMALE CONNECTED KIN,,
terremoto,,EARTH,6,EARTHQUAKE
terremoto,,MOVE,6,EARTHQUAKE
terreno,,,,
terreno comunal,,EARTH,,
terreno,,EARTH,,
terreno,,MUD,,
[terreno] plano,,PLAIN,,
terro*n,,BREAK,,
terro*n,,MUD,,
testi*culo,,BIG MOUNTAIN = volcano,,
"testi*culos, huevos",,,,
"testi*culos, huevos",,BIG MOUNTAIN = volcano,,
"testi*culos, huevos",,EGG,,
"testi*culos, huevos",,NOT ERG-STRENGTH,,
"testi*culos, huevos",,SEED,,
testigo [ERH],,SEE,,
"teta, chiche",,TIT,,
"teta, chichi, pecho de mujer",,TIT,,
"teta(s), chiche(s), pecho(s)",,TIT,,
teta,,TIT,1402,BREAST
tetilla,,MOTHER,,
tetilla,,TIT,,
,the fourth [ETR],FOUR,,
,the midst,BETWEEN,,
,there is/are,BE.THERE,,
,the second [ETR],TWO,,
,the third [ETR],THREE,,
,the top,HEAD,,
,thick (grueso),THICK,,
,thick (of liquids),NOT ERG-STRENGTH,,
,thief,THEFT,1160,THIEF
,thigh,THIGH,471,UPPER LEG (THIGH)
,[thing for cattle to lick salt from],EAT,,
,thing (to be) sold [ETR],TRADE,,
"?thin, small?",,LITTLE,,
,thin,THIN,2157,FINE OR THIN
?thin,,THIN,,
,"this, that",,,
,thorn,THORN,124,THORN
those,,,,
those,,they,,
,three days ago,THREE,2333,THREE DAYS BEFORE NOW
,three,THREE,492,THREE
three,,THREE,,
,thumb [ETR],MOTHER,,
,thumb [ETR],RING,,
ti*a,,,,
ti*a,,FEMALE CONNECTED KIN,,
ti*a,,MOTHER,,
tibio,,BIG DAY = festival,,
tibio,,BURN,,
tibio [ETR] [ERH],warm [ETR] [ERH],BURN,,
,tick,TICK,1527,TICK
tiempo de...,,SUN,,
"tiempo, estacio*n",,SUN,,
tiendero [ERH],,TRADE,,
"tiene orejitas, cachitos",,OWL,,
tiernito [ETR],,THIN,,
tierno,,,,
tierno,,CHILD,,
tierno [ETR],new-born [ETR],,,
tierra,,,1228,EARTH (SOIL)
tierra amarilla,,YELLOW EARTH,,
tierra blanca,,DUST,,
tierra blanca,,EARTH,,
tierra blanca,,WHITE,,
tierra,,EARTH,1228,EARTH (SOIL)
tierra fe*rtil,,GREEN EARTH = `damp/fertile earth',,
tierra fri*a [ETR] [ERH],,,,
tierra hu*meda,,GREEN,,
tierra hu*meda,,GREEN EARTH = `damp/fertile earth',,
tierra,,MUD,1228,EARTH (SOIL)
tierra negra,,BLACK EARTH,,
"tierra, pueblo, suelo",,EARTH,,
"tierra, suelo",,,1228,EARTH (SOIL)
"tierra, terreno",,EARTH,,
tierra; terreno,,EARTH,,
tieso,,,,
"tieso, duro",,NOT ERG-STRENGTH,,
tieso,,NOT ERG-STRENGTH,,
tigre,,JAGUAR,1250,JAGUAR
tigrillo [ETR] [ERH],,FEMALE CONNECTED KIN,,
tigrillo [ETR] [ERH],,JAGUAR,,
tijera de casa,,"CARRY, LOAD",,
tijeras,,CUT,356,SHEARS
tijeras [ERH],,"THROW, SHOOT",,
"tinaja, ca*ntaro",,POT,,
ti*o,,,,
ti*o,Mo-Br,,,
tipo de a*rbol,,,,
tipo de culebra,,,,
tipo de encino,,GOOD FIREWOOD = `live oak' ,,
tipo de perdiz,,DUCK,,
"tirado (e.g. culebra, lazo)",,stretched out (snake),,
tirado [ETR],,PUSH,,
tirador (de hule?),,"THROW, SHOOT",,
"tirar, aventar",,,,
"tirar, aventar",,"THROW, SHOOT",,
tirar,,BLOWGUN,1455,PULL
tirar dados,,PUSH,,
tirar/derramar li*quidos,,,,
tirar escopeta,,BLOWGUN,,
tirar flecha,,"THROW, SHOOT",,
tirarle/echarle/ponerle agua,,,,
tirarlo con honda,,"THROW, SHOOT",,
tirarlo con vara [ETR],,HOOK,,
tirarlo,,"THROW, SHOOT",,
tirar,,PUSH,1455,PULL
tirarse [ETR],,PUSH,,
"tizne, cohete",,SOOT,,
"tizne, holli*n (""moco de len*a"")",,SOOT,,
"tizne, holli*n",,SOOT,,
tizne,,SMOKE,,
tizne,,SOOT,,
tizo*n,,SOOT,,
t[l]acuach[e],,POSSUM,,
tlacuache,,POSSUM,309,OPOSSUM
tlacuache,possum,"PORCUPINE, STICKER BEAR",309,OPOSSUM
tlacuache,possum,POSSUM,309,OPOSSUM
,toad,,894,TOAD
toad,,,,
,to answer,ANSWER,,
,to arrive elsewhere,ARRIVE.THERE,,
,to arrive here,ARRIVE.HERE,,
,toasted,,,
tobacco,,TOBACCO,,
,to bathe,,,
,"to bend, curve",BEND,,
tobillo,,,803,ANKLE
tobillo,,ankle,803,ANKLE
tobillo,,BIG its FOOT = tall,803,ANKLE
tobillo,,cohune palm,803,ANKLE
tobillo,,NECK of FOOT = `ankle',803,ANKLE
"to bite, gnaw",,EAT,,
to bite in two,,BREAK,,
,to bleat (sheep) [ETR],,,
to blow (with the mouth),,FAN,,
,to brag,,,
,to break,BREAK,,
,to break in pieces,BREAK,,
to breathe in,,PULL,,
,to brush it over [ETR],GO.BACK,,
,to burn,BURN,,
,to bury,HIDE,,
tocar,,FLUTE,1892,TOUCH
tocar instrumento,,,,
tocar instrumento [ETR],,FLUTE,,
tocar puerta,,HIT,,
,to carry,,,
,to carry,"CARRY, LOAD",,
,to cave in,,,
tocayo,,CHANGE,,
,to chase after,GRAB,,
,to chew,CHEW,,
to chew on something rubbery [ETR],,CHEW,,
to chew on something rubbery [ETR],,SPEAK,,
,to choke,CHOKE,,
to choke to death,,,,
,to close eyes,CLOSE.EYES,,
,to come,COME,,
"to complain, moan",,MOAN,,
,"to construct, build",HOUSE,,
,to cost [ETR],PAY,,
,"to cover, close",COVER,,
,to credit,CHANGE,,
,to cross,GO.BY,,
,to cut hair,CUT,,
,to cut hair,"SCRAPE, SCRATCH",,
,to cut it with scissors [ETR],BREAK,,
,to cut it with scissors [ETR],CUT,,
,to cut wood,CUT,,
todavi*a,,,,
"todavi*a, au*n",,,,
"to destroy it, to disturb it, to disarrange it",,,,
,to de-vein a leaf [ETR],BREAK,,
,to die,DIE,,
,to dip,PAINT,,
todo,,ALL,98,ALL
"(todo) queda*rsele, acordar, tener presente",,HELP,,
,to douse,QUENCH,,
,to dream it [ETR],SLEEP,,
,to drive into the ground,COVER,,
,"to eat, bite; pain",EAT,,
,to eat,EAT,,
,toe [ETR],BIG its FOOT = tall,,
,toe [ETR],FEMALE CONNECTED KIN,,
,to exchange,CHANGE,,
"to explode it, to set off a loud noise",,BREAK,,
,to fan,FAN,,
"to fan, leaf through",,FAN,,
,to fart [ETR],FART,,
,to fear it/him [ETR],BREAK,,
to fight [bulls],,"CALL, YELL, SHOUT",,
,to find,,,
,"to find it, seeking [ETR]",,,
"to find it, to look for it",,,,
,to finish,END,,
,"to finish, to come to pass",,,
,to forget (vi),TRADE,,
"to form ball, to round",,BALL-SHAPED,,
,to frighten him [ETR] [ERH],FEAR,,
,to fry,TOAST,,
to fuck her,,SEW,,
,to gather into a pile,GATHER,,
,to get tangled; garbage,,,
,to get used to,,,
,to give a gift,GIFT,,
,to give birth [animal [ETR],FEMALE CONNECTED KIN,,
,to give birth to it [animal] [ETR],FEMALE CONNECTED KIN,,
,to give,NOT to GIVE,,
,"to give, put","PUT, GIVE",,
,'to go around',GO.BACK,,
,"to go flat [tire, ball] [ETR]",SMELL,,
to go,,"WALK, GO",,
,"to grab, take",NOT to TAKE,,
,to grind a second time [ETR],"STAB, POKE",,
,to grind corn,,,
,to grow,GROW,,
,to harvest corn,BREAK,,
,to hate,MISDEED,,
,"to hear, feel, notice",HEAR,,
,"to hit, to whip, to beat, to fight (birds)",HIT,,
tohl,,GOURD,,
,"to hook, to fish for",HOOK,,
,to injure,CUT,,
to kill,,,,
,to kill,DIE,,
,to kindle,BURN,,
to know [something],,,,
,to learn,,,
to lend it,,NOT to TAKE,,
,to let loose of,HELP,,
tol grande de tortilla,,GOURD,,
,to lick,EAT,,
,"to line up, explain, tell stories",STRAIGHTEN,,
,"to lisp, mumble","LIE, DECEIVE",,
"'tol' largucho, tecomate, pumpo [ERH,-ETR]",,,,
,"to loose, drop",REMAIN,,
,to lose,,,
tol (recipiente de calabaza),,GOURD,,
,to make a gesture with eyes [ETR],CLOSE.EYES,,
,to make an opening,BREAK,,
,to make pieces with a knife,BREAK,,
"tomar a uno en flagrante delito, hallarle en algun maleficio",,GRAB,,
tomar bebida caliente,,SHADOW; CLOUD,,
tomar; emborrachar(se),,DRINK,,
tomar,,NOT to TAKE,1401,DRINK
tomar prestado,,NOT to TAKE,,
tomar ra*pido [ERH],,BUBBLE,,
tomar ra*pido [ERH],,CHOKE,,
tomar,,SWALLOW,1401,DRINK
tomar trago,,to gobble (turkey),,
"tomate, ""mezquino"" verruga",,TOMATO,,
tomatera/chilmolera,[mortar for grinding],BREAK,,
tomate,,TOMATO,986,TOMATO
tomatillo,,TOMATO,,
,tomato,TOMATO,986,TOMATO
,"to measure, weigh",MEASURE,,
,"to milk, wring out, squeeze",,,
,tomorrow [ETR],TOMORROW,,
,to mortgage [ETR],CHANGE,,
,to mortgage it [ERH],"PUT, GIVE",,
,to move,MOVE,,
,tom turkey,TURKEY,,
,to nail,HIT,,
,to nail,SEW,,
,tongue [ETR],,,
tonto,,,1492,DUMB
tonto,,DUMB,1492,DUMB
tonto,,NOT HEAVY,1492,DUMB
,"to open bag, to pinch",,,
,to open,BREAK,,
,to open mouth,YAWN,,
,tooth,TOOTH,1380,TOOTH
,to paint,PAINT,,
,"to pant, sigh, choke",CHOKE,,
,to pass vi,TURN,,
,to pay,PAY,,
,to peel,,,
,"to peel, untie",BREAK,,
,(to pick up) hanging,HANGING,,
,to point at; pointed,,,
,"to point out, to show",,,
to poke it upwards,,"STAB, POKE",,
,to pour out,,,
,to pray; ask God for something [ETR],,,
,to prick a blister/pimple [ETR],,,
,to pull out,,,
,"to put it, to give it","PUT, GIVE",,
torbelli*n,,GO.BACK,,
"torcaza, paloma (pa*jaro) [ETR]",,DOVE,,
torcer a.un.lado/para.enderezar,,GO.BACK,,
torcer hilo,,TWIST,,
torcer para que salga el agua; orden*ar,,,,
"torcer, tejer",,CUT,,
"torcer, tejer",,"STAB, POKE",,
torcer,,TWIST,3199,TWIST (AROUND)
torcido [bent over to one side],,GO.BACK,,
"torcido, chueco",,,,
"torcido, chueco",,HOOK,,
"torcido, chueco",,TWIST,,
torcido,,TWIST,297,CROOKED
tordito (pa*jaro),,GRACKLE,,
tordo (tordito),,,,
to (re)heat,,BIG DAY = festival,,
,to rest,REST,,
,to (re)turn,GO.BACK,,
,to revive [ETR],AWAKE,,
torneando,,PULL,,
"tornear, e.g. pusunque",,PULL,,
,to roll thread on leg [ETR],"ROLL, WRAP",,
,to roll up,"ROLL, WRAP",,
torpe,,NOT ERG-STRENGTH,,
torteando,,EAT,,
torteando [ETR],,EAT,,
tortear [ETR],,EAT,,
tortearlo [ETR],,EAT,,
tortear,[make tortillas],EAT,,
tortilla de elote,,MAKE,,
tortilla delgada,,EAT,,
tortilla delgada,,THIN,,
tortilla,,EAT,,
tortilla gruesa,,EAT,,
tortilla gruesa,,THICK,,
tortolita,,DOVE,,
"tortolita, savio, palomita",[mourning dove],DOVE,,
tortolito,,DOVE,,
tortuga,,,895,TORTOISE
tortuga chica,,,,
tortuga grande,,,,
,to rub the palm of the hand [ETR],WHETSTONE,,
,to rub the stomach [ETR],,,
,to rub,"to stretch, to strangle",,
,to run,RUN,,
,to say,SPEAK,,
"tos, catarro",,COUGH,,
"tos, catarro",,SNOT,,
to scold him,,MISDEED,,
tos,,COUGH,,
,to scratch (the head),"SCRAPE, SCRATCH",,
,to see,SEE,,
,to sell it [ETR],TRADE,,
,to sell,TRADE,,
,to send,,,
toser,,COUGH,879,COUGH
toser [ETR],,COUGH,,
to set out seedlings,,,,
tos [ETR],,COUGH,,
,to sew,SEW,,
tosferina,,CHOKE,,
"tos, gripe",,,,
,to shake,MOVE,,
"to shake, move",,MOVE,,
tos,,HEAD,,
,to shear sheep,CUT,,
,to shear sheep,"SCRAPE, SCRATCH",,
,to shell corn,,,
,to shell fresh corn with fingernail [ETR],DIG,,
,to shoot a marble [ETR]; to toss dice,PUSH,,
,to shoot marbles [ETR],PUSH,,
tosio*,,COUGH,,
tosio*,,ITCH,,
tosio*,,NECK,,
tos,,ITCH,,
,to sleep,SLEEP,,
,to slice,BREAK,,
,to smell,SMELL,,
,to smoke,SWALLOW,,
tos,,NECK,,
,to spend it [money] [ERH],,,
,to spit,SPITTLE,,
,to split,BREAK,,
,to spread out,SPREAD,,
,to squash,BREAK,,
,to squeeze in the hand,CLENCH,,
tostada,,NOT ERG-STRENGTH,,
tostada,,TOAST,,
"tostado [ERH,-ETR]",,TOAST,,
"tostar, dorar",,TOAST,,
tostar [ETR],,TOAST,,
"tostar, granos, frei*r",,TOAST,,
tostar,,TOAST,,
,to steal,THEFT,,
,to step on,STANDING,,
,"to stick, fasten",GRAB,,
to stick something through a crack,,"STAB, POKE",,
,to stir,,,
,to stir it [ETR],BETWEEN,,
,to stroke it [ETR],,,
,to stroke one's head [ETR],,,
,to suck,,,
,"to swallow it without chewing [ETR], to gulp it down",SWALLOW,,
,to swallow,SWALLOW,,
,to sweep,SWEEP,,
,to swell,SWELL,,
,to swim,SWIM,,
,to take it from one place to another [ETR],,,
,to take it from one place to another [ETR],PULL,,
,to take turn,CHANGE,,
to teach him,,,,
,to tear,BREAK,,
,"to tear, claw",HIT,,
,to tie crossbars of structure,BRAID,,
"to toast, roast [peanuts, corn, squash seeds]",,TOAST,,
,to turn,,,
,to turn,TURN,,
,to twist it [ETR],TWIST,,
,to twist thread,TWIST,,
,to unfasten,,,
,to uproot,,,
,"to uproot, pull out, sprain","SCRAPE, SCRATCH",,
,to vomit [ETR],SPEW,,
,"to want, ask for, use",,,
,to watch,,,
,to weave,WEAVE,,
,to wedge it -- to make it more even [ETR],BREAK,,
,to wedge it -- to make it more even [ETR],PUSH,,
,"to weep, cry",,,
,"to whip, to fight",HIT,,
to wind it around,,TIE,,
town official,,WORK,,
,to wrap it around [ETR],TWIST,,
,to wrap,TIE,,
,"to wrap, to tangle","ROLL, WRAP",,
,"to wring neck, strangle",TWIST,,
,to write,,,
,to yawn [ETR],YAWN,,
,"toy, game",PLAY,,
trabajarlo,,WORK,,
trabajar,,WORK,1086,WORK (ACTIVITY)
trabajo comunal,,MAT,,
trabajo de limpiar milpa,,WORK,,
trabajo que se hace para otra persona,,"CALL, YELL, SHOUT",,
trabajoso,,,,
trabajo*,,WORK,984,WORK (LABOUR)
trabajo,,WORK,984,WORK (LABOUR)
"traer, dar",,TAKE,,
traer en el hombro [ETR],,CUT,,
traerlo [ETR],to bring it [ETR],TAKE,,
"traerlo li*gero [ERH,-ETR]",,"ROLL, WRAP",,
"tragadero [ERH]; laringe [ERH], eso*fago [ERH]",throat [ERH],SWALLOW,,
"tragar, fumar",,SWALLOW,,
tragar,,SWALLOW,897,SWALLOW
'trago' [ETR],,DRINK,,
trampa de palo,,TRAP,,
trampa de piedras,,TRAP,,
trampa,,TRAP,1075,TRAP (PITFALL)
trapo/ropa mojado con jabo*n para lavar el otro di*a,,DRIP,,
trapo/ropa mojado con jabo*n para lavar el otro di*a,,PAINT,,
trapo/ropa mojado con jabo*n para lavar el otro di*a,,WASH,,
tra*quea de animal,windpipe,NECK,,
tras ayer [ERH],,YESTERDAY,,
trasmayo por agarrar machaca [pescado gr],,SOUR,,
traspasado man*ana,,THREE,,
traste,,BE.THERE,,
traste,,PLATE,,
trasto para lamber [ETR],,EAT,,
"tratarse como idiota [ERH,-ETR]",,,,
trece,,THIRTEEN,,
,tree,,906,TREE
tree-ear,,MOSS,,
,[tree] which can't stand the weight of its fruit [ETR],GENITALS,,
tree; wood,,,,
treinta,,,,
treinta,,TWENTY + TEN = `thirty',,
trementina [ETR],,PITCH,,
trementina,,PITCH,,
trementina,pitch,PITCH,664,RESIN
trenza,,BRAID,1043,BRAID
trenza,,"CARRY, LOAD",1043,BRAID
trenza,,PEEL,1043,BRAID
"trenzarlo [ERH,-ETR]",,BRAID,,
trenza,,WEAVE,1043,BRAID
tres,,THREE,492,THREE
tres,three,THREE,492,THREE
"tribute, work",,WORK,,
tributo,,WORK,,
trichinosis ('granos') [ETR],,GUAVA,,
tripa (de la matriz),,ROPE,,
tripas,,ROPE,1334,GUTS
"tristeando [ERH,-ETR]",,,,
triste,,PAIN,699,SAD
,trivet,BIG its FOOT = tall,2607,TRIPOD
"troja, granero cuadrado",,,,
"troja, granero redondo",,,,
tronar barriga [persona [ETR],"to howl (or more generally ""call"" or ""cry"") (cat, cattle -- 7ala:m) [ETR]","CALL, YELL, SHOUT",,
tronco,,,2667,TORSO
(tronco del) cuerpo,,middle,,
tronco,,HIT,2667,TORSO
"tronco, madero",,,,
tronco,,UNDER,2667,TORSO
trozo,,,,
trozo,,BREAK,,
trozo,,"ROLL, WRAP",,
trueno,,BREAK,1150,THUNDER
trueno,,SUN,1150,THUNDER
trueno,,THUNDER,1150,THUNDER
trunco del cuerpo,,BIG,,
Tucuru T.C.,,,,
Tucuru* T.C.,,,,
tue*tano,,,,
tule,,,,
tumbar,,CUT,,
"tuna, nopal",,PRICKLY PEAR,,
tuna,,PRICKLY PEAR,,
tupido,,,,
tupido,,FULL,,
tupido,,THICK,,
,"turkey hen, chicken",TURKEY,,
turtle,,,,
tusa,,,,
tusa,,GOPHER,,
"t'us * desnudo, quitado la ropa",,NAKED,,
tu*,,you,,
tuza [ETR],,GOPHER,,
Tuzanta*n [ERH],,GOPHER,,
,twenty,,1710,TWENTY
twenty,,VEINTENA // SCORE,,
,twilight,BLACK,2297,DUSK
,"twisted, bent",TWIST,,
,two,TWO,1384,SECOND
two,,TWO,,
type of fruit (tree),,hogplum,,
,,tza7.a-:n                                   vi:antip       cagar   [ETR][ERH] //,,
"tzoc, enfermedad de gallina [ETR]",(= the pip?) [ETR] [ERH],DIE,,
Uds.,,,,
Uds.,,yall,,
u*ltimo,,ARSE,,
u*ltimo,,END,,
u*ltimo hijo (benjami*n),,latest child,,
u*ltimo hijo,,latest child,,
una compra,[purchase],TRADE,,
"una cosa delicada, que no agarre uno [ETR]",,,,
"una cosa que se deja recomendado [ERH,-ETR]",,WORK,,
una enfermada del esto*mago,,PAIN,,
un*a [ETR],,NAIL,,
un*a,,NAIL,,
un*a,"nail, claw, hoof",NAIL,,
una noche,,BIG NIGHT = `dawn',,
una noche,,NIGHT,,
una paja del monte (cola de venado),,DEER,,
(una) vuelta,,GO.BACK,,
una yerba para cubrir casas,,,,
un di*a,,BURN,,
un di*a,,SUN,,
u*nico hijo,,,,
u*nico hijo,,BREAK,,
unido/junto en montoncito,,GATHER,,
"un momento, ya mero",,,,
"un monte que se pega mucho en el pantalo*n, se encuenta en Moto",[=burdock?],,,
un muerto,,DIE,,
uno noma*s,,ONE,,
uno,,ONE,1493,ONE
uno (para) cada uno,,ONE,,
uno que roba por magia,,WITCHCRAFT,,
"uno que se transfigura en animal, leo*n, trigo, venado, caballo,--todo [ETR,-ERH]",,WITCHCRAFT,,
